iter	Logloss
200	0.3332779248
201	0.3330255616
202	0.3327526602
203	0.3323773211
204	0.3320393276
205	0.3315325004
206	0.3311752727
207	0.3308018172
208	0.3306787689
209	0.330364791
210	0.3301829533
211	0.3298970842
212	0.3295627492
213	0.329382288
214	0.3290877254
215	0.3286353771
216	0.3283557382
217	0.3282049796
218	0.3279818481
219	0.3277705252
220	0.3274397762
221	0.3270943209
222	0.3265691287
223	0.3262968069
224	0.3261193159
225	0.3258919464
226	0.3255612699
227	0.3251493097
228	0.3249325172
229	0.3245277292
230	0.3241710086
231	0.3238707228
232	0.32351038
233	0.3232234966
234	0.322906802
235	0.3226318359
236	0.3220686463
237	0.3218246143
238	0.3216387197
239	0.3213507134
240	0.3210865779
241	0.3208006364
242	0.3204821306
243	0.3201880028
244	0.319942051
245	0.3196119903
246	0.3192558855
247	0.3190860737
248	0.3188113612
249	0.3185453421
250	0.3183074317
251	0.3179665042
252	0.3174994856
253	0.3171525814
254	0.3169086581
255	0.3166802019
256	0.3163555383
257	0.3160203702
258	0.3157876397
259	0.3156095692
260	0.3154639903
261	0.3151615313
262	0.3148723659
263	0.3145886701
264	0.3144127368
265	0.3141378431
266	0.3138496195
267	0.3137159942
268	0.3133836876
269	0.3130795261
270	0.312780001
271	0.3125636794
272	0.3123694536
273	0.3120799622
274	0.3118272006
275	0.3115471271
276	0.3111172368
277	0.3108881648
278	0.3106072944
279	0.3104122717
280	0.3102334767
281	0.3098968959
282	0.3096805742
283	0.3095176448
284	0.3092296747
285	0.3090235317
286	0.3088583202
287	0.3085723786
288	0.3083145459
289	0.3080712021
290	0.3077964171
291	0.3075915419
292	0.3073194374
293	0.3070596123
294	0.3067777277
295	0.3065594138
296	0.3063772864
297	0.3061807423
298	0.3059075873
299	0.305613061
300	0.3054925845
301	0.3053563874
302	0.3051254318
303	0.3047868587
304	0.3044000009
305	0.3041026854
306	0.3038572045
307	0.3037064821
308	0.3033694123
309	0.3032074427
310	0.3030112247
311	0.3027238342
312	0.3024595176
313	0.3022176409
314	0.3020114253
315	0.301747326
316	0.3015812633
317	0.3013455988
318	0.3011100792
319	0.3006923596
320	0.3004252538
321	0.3001818196
322	0.3000239794
323	0.2997351581
324	0.2994804224
325	0.2992789339
326	0.2990177143
327	0.2988252453
328	0.2986026934
329	0.2983093805
330	0.2981605779
331	0.2979566625
332	0.2977472594
333	0.2974338792
334	0.2972656612
335	0.2970146926
336	0.2968685886
337	0.2965808721
338	0.2963526695
339	0.2959914754
340	0.2958876069
341	0.295729803
342	0.2955454297
343	0.2953166656
344	0.2949941573
345	0.2947779987
346	0.2945443264
347	0.2943067783
348	0.293972733
349	0.293626028
350	0.2934233261
351	0.2931834597
352	0.2929481031
353	0.2928023613
354	0.2927045058
355	0.2924919876
356	0.292255182
357	0.292027088
358	0.291741889
359	0.2915612648
360	0.2913654633
361	0.2911634134
362	0.2909396661
363	0.2906812175
364	0.2904113951
365	0.2901629983
366	0.2899447206
367	0.2897942336
368	0.2896369911
369	0.2893908221
370	0.2891659157
371	0.2889158526
372	0.2887530862
373	0.2885716832
374	0.2884049866
375	0.2881967063
376	0.2878393156
377	0.2875465461
378	0.2873900643
379	0.287002645
380	0.2868418345
381	0.2866501443
382	0.2863860812
383	0.2862045696
384	0.286045534
385	0.2857031576
386	0.2855977316
387	0.2853987968
388	0.2851039445
389	0.2848940343
390	0.284699899
391	0.2845137146
392	0.2843107229
393	0.2840515318
394	0.2837953471
395	0.2835357575
396	0.2834182875
397	0.2831626281
398	0.2828613281
399	0.2827357442
400	0.2825362842
401	0.2822689249
402	0.2819188692
403	0.2816630287
404	0.2814183447
405	0.2811563645
406	0.2808485263
407	0.2806592087
408	0.2804833296
409	0.2802531166
410	0.279902735
411	0.2796640639
412	0.279419706
413	0.2791558421
414	0.2789783512
415	0.2786027405
416	0.2782943046
417	0.2780734371
418	0.2779009267
419	0.2776443617
420	0.2774653675
421	0.2772414935
422	0.2769532699
423	0.2767519263
424	0.276489294
425	0.2762476528
426	0.2760256623
427	0.2756896429
428	0.2753562135
429	0.275120712
430	0.2749511538
431	0.2747989824
432	0.2745823167
433	0.2742688097
434	0.2740665606
435	0.2737855634
436	0.2735905407
437	0.273343792
438	0.2730827354
439	0.2728195598
440	0.2725942368
441	0.2723085488
442	0.2720815777
443	0.271870925
444	0.2716803395
445	0.2714453994
446	0.2712601568
447	0.2710711833
448	0.2708411695
449	0.2706805583
450	0.2705088086
451	0.2703495195
452	0.2700673814
453	0.2698700223
454	0.26970012
455	0.2694248098
456	0.2692453447
457	0.2690354707
458	0.2688531621
459	0.2685258181
460	0.2682858249
461	0.2681193275
462	0.268017397
463	0.2678380225
464	0.2676098017
465	0.267410885
466	0.2671652955
467	0.2669192713
468	0.2667184892
469	0.266470998
470	0.2662511446
471	0.2660012265
472	0.2658222685
473	0.2658073629
474	0.2655634577
475	0.2653717856
476	0.2651616762
477	0.2650582605
478	0.2648615353
479	0.2645980337
480	0.2643507236
481	0.2641128314
482	0.2639539407
483	0.2637691328
484	0.2635811373
485	0.2633597264
486	0.2630918599
487	0.2629108735
488	0.2627315351
489	0.2624465716
490	0.2622680664
491	0.2619968312
492	0.2619400341
493	0.2617295081
494	0.2615353548
495	0.261373186
496	0.2611473559
497	0.2608576291
498	0.2606707746
499	0.2604977933
500	0.2602932078
501	0.2600925344
502	0.2598726991
503	0.259632706
504	0.2594983381
505	0.259273975
506	0.2590897286
507	0.2590494309
508	0.2588253395
509	0.2588077172
510	0.2586588059
511	0.258499716
512	0.2581671378
513	0.2579096672
514	0.2577371388
515	0.2575918679
516	0.2574501468
517	0.2572547799
518	0.2570632708
519	0.2569188692
520	0.2567012979
521	0.2565210903
522	0.2562996612
523	0.2561136399
524	0.2558103295
525	0.2555623131
526	0.2553332411
527	0.2551848369
528	0.2551614009
529	0.2549220597
530	0.2547795961
531	0.2545833237
532	0.2543588701
533	0.2541181525
534	0.2538631088
535	0.253540836
536	0.2533147885
537	0.2531462627
538	0.2529652581
539	0.252743811
540	0.2525579526
541	0.2523073825
542	0.2520427217
543	0.2517586094
544	0.251503602
545	0.2512082788
546	0.251019921
547	0.2507973329
548	0.2505111196
549	0.2502535042
550	0.2500188901
551	0.249840403
552	0.2497168295
553	0.2496055354
554	0.2493391178
555	0.2491834148
556	0.248989026
557	0.2486994984
558	0.2484879581
559	0.2483120972
560	0.2481593825
561	0.2478894333
562	0.247655924
563	0.2475015431
564	0.247325012
565	0.2473104324
566	0.2472949291
567	0.2470312826
568	0.2468377088
569	0.2466806474
570	0.246528947
571	0.2462752073
572	0.2460700604
573	0.2458338344
574	0.2456125141
575	0.2453800733
576	0.2451843805
577	0.2449477742
578	0.2448013079
579	0.2445848414
580	0.2444397335
581	0.244215461
582	0.244002979
583	0.2438234595
584	0.243550866
585	0.2433511162
586	0.2432080549
587	0.2429031146
588	0.2427112976
589	0.2425644147
590	0.2422923283
591	0.242069704
592	0.2418587795
593	0.2416579612
594	0.2414229305
595	0.2411936955
596	0.2408897513
597	0.2405993544
598	0.2405803737
599	0.2404269889
600	0.2402281809
601	0.2400896112
602	0.2399353752
603	0.2396986964
604	0.2394791691
605	0.2392259004
606	0.2389757287
607	0.2387299761
608	0.2385726612
609	0.2384227357
610	0.238262378
611	0.2381185017
612	0.2379115798
613	0.2376610097
614	0.2373692363
615	0.2371413958
616	0.2369072345
617	0.2366773656
618	0.2365187286
619	0.2363588056
620	0.2362364998
621	0.2359442555
622	0.2357294371
623	0.2354785772
624	0.2352393266
625	0.2350617995
626	0.2347904375
627	0.2345435983
628	0.2343538098
629	0.2340706211
630	0.2339169284
631	0.2337299834
632	0.2334645257
633	0.2332076528
634	0.23319646
635	0.2329057009
636	0.232739783
637	0.2326180206
638	0.2324946825
639	0.2322534578
640	0.2320503574
641	0.2318520928
642	0.2316672849
643	0.2314674445
644	0.2312327942
645	0.2310395102
646	0.230865388
647	0.2306386704
648	0.230427746
649	0.2301875536
650	0.2301768317
651	0.2300318687
652	0.2298293117
653	0.2296093315
654	0.2294659804
655	0.2292883808
656	0.2291461164
657	0.2290010447
658	0.2287811008
659	0.2285918556
660	0.2284316971
661	0.2282570134
662	0.2280271083
663	0.2278110221
664	0.227614315
665	0.2274837867
666	0.2273796285
667	0.2271729602
668	0.2269448481
669	0.2267363687
670	0.2266050254
671	0.2264288747
672	0.2261885374
673	0.2260566327
674	0.2258314546
675	0.2256082688
676	0.2254348347
677	0.225255261
678	0.225244684
679	0.2250850508
680	0.2249176297
681	0.2248035103
682	0.2246465394
683	0.2244015838
684	0.224195966
685	0.2240580301
686	0.2240458774
687	0.2238506193
688	0.2236368694
689	0.2236282847
690	0.2234556113
691	0.223249106
692	0.223128702
693	0.2228378703
694	0.2227101493
695	0.2225091861
696	0.2224197524
697	0.2221913686
698	0.2221818058
699	0.2220114688
700	0.2218711242
701	0.2216822231
702	0.2215327503
703	0.2213855958
704	0.221156705
705	0.2209552708
706	0.2208282018
707	0.2206800331
708	0.2204588938
709	0.2203062878
710	0.2201953741
711	0.2199787808
712	0.2198101463
713	0.2196156488
714	0.2194025509
715	0.2192431532
716	0.2189957706
717	0.2188066522
718	0.2186042039
719	0.2183691008
720	0.21817569
721	0.2181635554
722	0.2180025638
723	0.217829655
724	0.2177046507
725	0.2175633824
726	0.2174656537
727	0.2173185898
728	0.2171447754
729	0.2170040323
730	0.2168389657
731	0.2166938216
732	0.2165643981
733	0.2163575305
734	0.2162303891
735	0.2161055658
736	0.2159471099
737	0.2157918053
738	0.2155262752
739	0.2153207479
740	0.2151834822
741	0.2149566016
742	0.2148578768
743	0.2147130406
744	0.2145583156
745	0.214415055
746	0.2142454062
747	0.2141635612
748	0.2139774855
749	0.213857027
750	0.2137212102
751	0.2135943948
752	0.2134729765
753	0.2133486603
754	0.2132352835
755	0.2131216168
756	0.2128998256
757	0.2127701304
758	0.2126038865
759	0.2123806645
760	0.2122047854
761	0.2120279465
762	0.2118546936
763	0.2117708019
764	0.2116280847
765	0.2114567516
766	0.2113384666
767	0.2111858425
768	0.2109462478
769	0.2108397351
770	0.2106885599
771	0.2105083703
772	0.2104022018
773	0.2102013834
774	0.2100331292
775	0.2098865
776	0.2097020361
777	0.2096215494
778	0.2094682371
779	0.2093834399
780	0.2092085932
781	0.2089571356
782	0.208804928
783	0.2086582263
784	0.2085015815
785	0.2081676268
786	0.2080222291
787	0.2078939285
788	0.2078857422
789	0.207703977
790	0.2076031331
791	0.2074452929
792	0.2073199807
793	0.2071818094
794	0.2070861273
795	0.2069798863
796	0.2068060176
797	0.2066649666
798	0.2064878198
799	0.2064798327
800	0.2062650686
801	0.2059959706
802	0.2058414086
803	0.205700756
804	0.2054279633
805	0.2052951349
806	0.2051353387
807	0.2050443474
808	0.2049364401
809	0.2048146958
810	0.2046290004
811	0.2044357888
812	0.2043132295
813	0.204167379
814	0.2040002115
815	0.203894369
816	0.2036988029
817	0.2036925726
818	0.203492678
819	0.203351627
820	0.2032071167
821	0.2029806709
822	0.2028345306
823	0.2025890679
824	0.2024425835
825	0.2023378457
826	0.2021936796
827	0.2020502741
828	0.2018204415
829	0.2016390203
830	0.2014781737
831	0.2012830061
832	0.2011374454
833	0.2010730958
834	0.2008912582
835	0.2006913454
836	0.2005250653
837	0.2003752123
838	0.2002540294
839	0.20015065
840	0.2000010867
841	0.1998228894
842	0.199656392
843	0.1994906009
844	0.1993824401
845	0.19923112
846	0.1991307471
847	0.1989786301
848	0.198810068
849	0.1986422666
850	0.1984914717
851	0.1983109924
852	0.1981170383
853	0.1979585642
854	0.1978084576
855	0.1976509977
856	0.1975086427
857	0.197372518
858	0.1971813349
859	0.1969728917
860	0.1968046737
861	0.1966233613
862	0.1963967162
863	0.1962618593
864	0.1960661846
865	0.1959494752
866	0.1958186571
867	0.1956462736
868	0.1955299445
869	0.1953005465
870	0.195111573
871	0.195000949
872	0.1948458256
873	0.1947127798
874	0.1945664222
875	0.1943257227
876	0.1941562551
877	0.1939566321
878	0.1938791881
879	0.1937309107
880	0.1936221522
881	0.1934687674
882	0.193375639
883	0.1932225983
884	0.1930965254
885	0.192931658
886	0.1927934686
887	0.1925908029
888	0.1924956823
889	0.1923702976
890	0.1922076036
891	0.1920534762
892	0.191897411
893	0.1917431206
894	0.1915732726
895	0.1914272229
896	0.1912469609
897	0.1912379777
898	0.191114712
899	0.1910048669
900	0.1908619685
901	0.1906984776
902	0.1905804099
903	0.1904479075
904	0.1902924399
905	0.1902034046
906	0.1899944
907	0.1898559751
908	0.1896791
909	0.1895194849
910	0.189369342
911	0.1892135847
912	0.1890567768
913	0.1889220286
914	0.1887254483
915	0.1885387568
916	0.1884340009
917	0.1882936925
918	0.1881614074
919	0.188012152
920	0.187875013
921	0.1877312454
922	0.1876039952
923	0.1874505199
924	0.1872949074
925	0.1871857686
926	0.1870715586
927	0.1869404326
928	0.1867520748
929	0.1866599063
930	0.1865754894
931	0.1864225755
932	0.1862826294
933	0.1861348047
934	0.1860081342
935	0.1857961592
936	0.1856559233
937	0.1855181504
938	0.1853544965
939	0.1852378958
940	0.1850472198
941	0.1848499332
942	0.1847507556
943	0.1847427142
944	0.1846043256
945	0.1844482241
946	0.1843326376
947	0.1842013849
948	0.1841959152
949	0.1840764892
950	0.1839762249
951	0.1838904859
952	0.1837580921
953	0.1836210981
954	0.1834879437
955	0.1833591722
956	0.1833516922
957	0.1832265248
958	0.1831101052
959	0.1829879082
960	0.1828573074
961	0.1826931464
962	0.1825584344
963	0.1824266564
964	0.182307013
965	0.1821543345
966	0.1819152832
967	0.1817702115
968	0.1816178591
969	0.1814580266
970	0.1812824917
971	0.1811517642
972	0.1811453347
973	0.1810414662
974	0.180946744
975	0.1808645186
976	0.1807277419
977	0.1806004555
978	0.1804393372
979	0.1804339038
980	0.1803135541
981	0.1801895821
982	0.180078451
983	0.1799223133
984	0.1797864422
985	0.1796317171
986	0.1794708886
987	0.1793510641
988	0.1792328153
989	0.1791088976
990	0.179012328
991	0.1788303454
992	0.1787124407
993	0.1785468851
994	0.1784162301
995	0.1783162556
996	0.1781829925
997	0.1780824565
998	0.1780752301
999	0.1779334184
