iter	Passed	Remaining
788	1195	319
789	1196	318
790	1198	316
791	1199	315
792	1200	313
793	1202	311
794	1203	310
795	1205	308
796	1206	307
797	1207	305
798	1209	304
799	1210	302
800	1212	301
801	1213	299
802	1215	298
803	1216	296
804	1218	295
805	1219	293
806	1220	291
807	1222	290
808	1223	288
809	1225	287
810	1226	285
811	1228	284
812	1230	283
813	1231	281
814	1233	279
815	1234	278
816	1236	276
817	1237	275
818	1238	273
819	1240	272
820	1241	270
821	1243	269
822	1244	267
823	1246	266
824	1247	264
825	1249	263
826	1250	261
827	1252	260
828	1253	258
829	1255	257
830	1256	255
831	1258	254
832	1259	252
833	1261	251
834	1263	249
835	1265	248
836	1267	246
837	1269	245
838	1271	243
839	1273	242
840	1275	241
841	1276	239
842	1278	238
843	1280	236
844	1281	235
845	1283	233
846	1284	232
847	1286	230
848	1287	228
849	1288	227
850	1290	225
851	1292	224
852	1293	222
853	1294	221
854	1296	219
855	1297	218
856	1298	216
857	1300	215
858	1301	213
859	1302	212
860	1304	210
861	1305	208
862	1306	207
863	1308	206
864	1310	204
865	1311	202
866	1313	201
867	1314	199
868	1315	198
869	1317	196
870	1318	195
871	1320	193
872	1321	192
873	1323	190
874	1325	189
875	1327	187
876	1328	186
877	1330	184
878	1333	183
879	1335	182
880	1338	180
881	1340	179
882	1343	178
883	1346	176
884	1349	175
885	1352	174
886	1355	172
887	1357	171
888	1359	169
889	1361	168
890	1363	166
891	1365	165
892	1367	163
893	1369	162
894	1371	160
895	1372	159
896	1374	157
897	1376	156
898	1377	154
899	1379	153
900	1380	151
901	1382	150
902	1383	148
903	1384	147
904	1386	145
905	1387	143
906	1388	142
907	1389	140
908	1390	139
909	1391	137
910	1393	136
911	1394	134
912	1395	132
913	1396	131
914	1397	129
915	1398	128
916	1399	126
917	1401	125
918	1402	123
919	1403	122
920	1405	120
921	1406	118
922	1407	117
923	1409	115
924	1410	114
925	1411	112
926	1412	111
927	1414	109
928	1415	108
929	1416	106
930	1417	105
931	1419	103
932	1420	102
933	1421	100
934	1422	98
935	1424	97
936	1425	95
937	1426	94
938	1428	92
939	1429	91
940	1430	89
941	1432	88
942	1433	86
943	1435	85
944	1436	83
945	1437	82
946	1439	80
947	1440	79
948	1441	77
949	1443	75
950	1444	74
951	1446	72
952	1447	71
953	1449	69
954	1450	68
955	1451	66
956	1453	65
957	1454	63
958	1455	62
959	1457	60
960	1458	59
961	1460	57
962	1461	56
963	1463	54
964	1464	53
965	1465	51
966	1467	50
967	1468	48
968	1470	47
969	1471	45
970	1473	43
971	1474	42
972	1475	40
973	1477	39
974	1478	37
975	1480	36
976	1481	34
977	1483	33
978	1484	31
979	1486	30
980	1487	28
981	1489	27
982	1490	25
983	1492	24
984	1493	22
985	1495	21
986	1496	19
987	1498	18
988	1499	16
989	1501	15
990	1502	13
991	1504	12
992	1505	10
993	1507	9
994	1508	7
995	1510	6
996	1511	4
997	1512	3
998	1514	1
999	1515	0
