iter	RMSE
771	0.3703222349
772	0.3700504073
773	0.369746031
774	0.3694518338
775	0.3690315738
776	0.3687291756
777	0.3684358307
778	0.3681606395
779	0.3679888496
780	0.3678112046
781	0.3675044943
782	0.367245833
783	0.3671660829
784	0.3669103589
785	0.3665784147
786	0.3664503946
787	0.3661658802
788	0.365899616
789	0.3656028739
790	0.3653890198
791	0.3650657892
792	0.3648671686
793	0.3646212389
794	0.3643666775
795	0.3641483923
796	0.3640351876
797	0.3637309708
798	0.3634891256
799	0.3633132054
800	0.3631666488
801	0.3629606942
802	0.3627828064
803	0.362353877
804	0.3621740416
805	0.361960467
806	0.3616921449
807	0.3615058172
808	0.3613188805
809	0.3611458867
810	0.3609300114
811	0.3607642953
812	0.360570501
813	0.3603333145
814	0.3600916158
815	0.3599238056
816	0.3597643281
817	0.3595590122
818	0.3592741893
819	0.3590365084
820	0.3588805876
821	0.3587529432
822	0.358622438
823	0.3584787394
824	0.3582717572
825	0.3579397677
826	0.3576280075
827	0.3574805023
828	0.3572330065
829	0.3570897102
830	0.3569676817
831	0.3568387904
832	0.356507067
833	0.3562474397
834	0.3560961381
835	0.3558915715
836	0.3557577413
837	0.3555246659
838	0.355398234
839	0.3549940968
840	0.3547021054
841	0.3544487154
842	0.354146021
843	0.3539428433
844	0.3537391368
845	0.3534949338
846	0.3533111665
847	0.3532146229
848	0.3531080357
849	0.3528407827
850	0.3526971334
851	0.352486129
852	0.352092414
853	0.3518915431
854	0.3517518115
855	0.3514974059
856	0.3514106421
857	0.3512420573
858	0.3509360901
859	0.3506905349
860	0.3504752956
861	0.3502795973
862	0.3501878697
863	0.350064886
864	0.3497269943
865	0.3493394879
866	0.3490041188
867	0.3486785368
868	0.3486276648
869	0.3482772471
870	0.3480211207
871	0.3478913562
872	0.3477168883
873	0.347532604
874	0.3472929557
875	0.3470964129
876	0.3468386776
877	0.3465925009
878	0.3462399889
879	0.3460166155
880	0.3457429392
881	0.345479862
882	0.3451666571
883	0.3449773338
884	0.3446328409
885	0.3444665591
886	0.3441924482
887	0.3440650152
888	0.3437969706
889	0.3435427806
890	0.3433396506
891	0.3432516906
892	0.3430627909
893	0.3428569812
894	0.3426731059
895	0.3425343947
896	0.3423657859
897	0.3420430868
898	0.3418284849
899	0.3415785891
900	0.3413588939
901	0.3411329211
902	0.3409169866
903	0.3405516395
904	0.3404308408
905	0.3402153946
906	0.3399962662
907	0.339717488
908	0.3395646456
909	0.3394207689
910	0.3392597468
911	0.338996659
912	0.3387228825
913	0.3384847572
914	0.3382435223
915	0.3380282419
916	0.337661042
917	0.3374610503
918	0.3372765429
919	0.3370970587
920	0.3369400898
921	0.336815952
922	0.3366131164
923	0.3363749339
924	0.3362313417
925	0.3360855174
926	0.3357265343
927	0.3355320713
928	0.3353383288
929	0.3352513267
930	0.3350676014
931	0.33482364
932	0.3344637753
933	0.3341678847
934	0.3338201009
935	0.3336357541
936	0.3334270515
937	0.3330371461
938	0.3328074729
939	0.3325607617
940	0.3324121733
941	0.332139256
942	0.3319608589
943	0.3316519911
944	0.3314170017
945	0.3310620675
946	0.3309908594
947	0.3307661128
948	0.3305139077
949	0.3303203381
950	0.3300156697
951	0.3297300073
952	0.3294795648
953	0.3293137115
954	0.3289883587
955	0.3287855202
956	0.3285783869
957	0.32838876
958	0.3281883222
959	0.3278722298
960	0.3276659161
961	0.3273170097
962	0.327094773
963	0.3269137032
964	0.3267368937
965	0.3263699002
966	0.326125647
967	0.3258414357
968	0.3257253993
969	0.3254073849
970	0.3251447202
971	0.3249733612
972	0.3247286973
973	0.3245070699
974	0.3241401259
975	0.3238661286
976	0.3237255927
977	0.3235472734
978	0.3233829199
979	0.3231592842
980	0.322960153
981	0.3227415852
982	0.322505007
983	0.3222271544
984	0.3220084093
985	0.3218572942
986	0.3216822654
987	0.3214121826
988	0.321220238
989	0.3209883058
990	0.3207782546
991	0.3206065741
992	0.3204709162
993	0.3203394031
994	0.3202214802
995	0.3199970715
996	0.3199073192
997	0.3196702521
998	0.3193652506
999	0.3190280522
