iter	Logloss
344	0.2656243544
345	0.2655612531
346	0.2654800295
347	0.26541764
348	0.265298725
349	0.2652510172
350	0.2651876795
351	0.2650904909
352	0.2650488782
353	0.2649754368
354	0.2649363065
355	0.2648784414
356	0.2648568053
357	0.2647810893
358	0.2647205402
359	0.2646564498
360	0.2645708712
361	0.2644664003
362	0.2644157236
363	0.2643243419
364	0.264277018
365	0.2642187422
366	0.2641617902
367	0.2640921197
368	0.2640391848
369	0.2639960145
370	0.2639013616
371	0.2638232659
372	0.2637617121
373	0.2636975911
374	0.2636374766
375	0.2635658079
376	0.263496076
377	0.2633304046
378	0.2632369736
379	0.2631789361
380	0.2630971445
381	0.2630437862
382	0.2629896963
383	0.2629245331
384	0.2628852487
385	0.2628309186
386	0.2627666743
387	0.2627163793
388	0.2626422392
389	0.2625901788
390	0.2625317264
391	0.2624887233
392	0.2624646493
393	0.2624255705
394	0.2623748028
395	0.2622883327
396	0.2621932532
397	0.2621395818
398	0.2619914105
399	0.2619327506
400	0.2618236575
401	0.2617722184
402	0.2617103969
403	0.2616539196
404	0.2615966052
405	0.2615070434
406	0.2614688943
407	0.2614317761
408	0.2613596456
409	0.2612858022
410	0.2612380455
411	0.2611660888
412	0.2611027766
413	0.2610829811
414	0.2610158719
415	0.2609576714
416	0.2609384317
417	0.2608479143
418	0.2607942453
419	0.2607443789
420	0.2606401059
421	0.2605542447
422	0.2604794759
423	0.2604457696
424	0.2603992884
425	0.2603153878
426	0.2602530509
427	0.2602092386
428	0.2601397409
429	0.2600547859
430	0.2599805515
431	0.2599308184
432	0.2598895707
433	0.2598302393
434	0.259800498
435	0.2597750184
436	0.2597086236
437	0.2596676434
438	0.2596060904
439	0.2595465211
440	0.2594695365
441	0.2594400143
442	0.259376603
443	0.2593253233
444	0.2592859946
445	0.2592242201
446	0.2591705985
447	0.2590851276
448	0.2589575496
449	0.2588731944
450	0.2587949324
451	0.2587571668
452	0.2586964873
453	0.2586249295
454	0.2585806118
455	0.2585206998
456	0.2584898413
457	0.258440523
458	0.2582786572
459	0.2582248636
460	0.25814766
461	0.2581026791
462	0.2580366469
463	0.2579647562
464	0.2578743384
465	0.2578336604
466	0.2577752933
467	0.2577485759
468	0.257696281
469	0.2576429643
470	0.2575975592
471	0.2575408155
472	0.2574698009
473	0.2574348307
474	0.2574005764
475	0.2573622761
476	0.2573284427
477	0.2572417321
478	0.2570985734
479	0.2570736632
480	0.2570029442
481	0.2569303352
482	0.2568816446
483	0.2568406957
484	0.2567640829
485	0.2567199954
486	0.2566679448
487	0.2566293146
488	0.2565377254
489	0.2564805369
490	0.256450776
491	0.2563883625
492	0.2563681839
493	0.2563109093
494	0.2562338908
495	0.2561622321
496	0.2561195389
497	0.2560515109
498	0.2559669942
499	0.2559014297
500	0.2558589293
501	0.2557890345
502	0.2557321988
503	0.2556724462
504	0.2555997179
505	0.2555532724
506	0.2554993211
507	0.2554452211
508	0.2553862839
509	0.2553231243
510	0.2552916154
511	0.2552216447
512	0.2551842215
513	0.2551467128
514	0.2550554271
515	0.2550162434
516	0.2549300582
517	0.2548846741
518	0.2548496349
519	0.2547798528
520	0.2547177975
521	0.2546806565
522	0.2546294458
523	0.2545987562
524	0.2545499529
525	0.2544770574
526	0.2544078812
527	0.2543443253
528	0.2542939081
529	0.2542366761
530	0.2542195787
531	0.2541746376
532	0.2540941337
533	0.2540303769
534	0.2540026094
535	0.2538768528
536	0.2538515338
537	0.2537786631
538	0.2537410942
539	0.2536853753
540	0.2536312139
541	0.2535916495
542	0.2535097888
543	0.2534437099
544	0.2533934983
545	0.2533366032
546	0.2532755989
547	0.2532339804
548	0.2531573804
549	0.2531115138
550	0.2530571472
551	0.2529948761
552	0.2529396173
553	0.2529265075
554	0.2528600567
555	0.2527805087
556	0.2527154709
557	0.2526487182
558	0.2526167107
559	0.2525835571
560	0.2525455961
561	0.2524805853
562	0.2524520066
563	0.2524040441
564	0.2523462956
565	0.2523176592
566	0.252257336
567	0.2522190108
568	0.2521605457
569	0.2521001637
570	0.2520196555
571	0.2519623683
572	0.2519085333
573	0.2518621079
574	0.2517827992
575	0.2517301906
576	0.2516839324
577	0.2516172163
578	0.2515667117
579	0.2515340196
580	0.2514867417
581	0.2513894904
582	0.2513759457
583	0.2513380896
584	0.2512576921
585	0.2512163685
586	0.2511632396
587	0.2511242357
588	0.2510668304
589	0.2510093223
590	0.2509666525
591	0.2509321134
592	0.2508664521
593	0.2508024203
594	0.2507710532
595	0.2506956311
596	0.2506702735
597	0.25061432
598	0.2505713686
599	0.2505231243
600	0.2504609299
601	0.2504236951
602	0.2503671316
603	0.2503221628
604	0.2502905848
605	0.2502352371
606	0.2502087443
607	0.2501250794
608	0.2500838643
609	0.2500284663
610	0.249970204
611	0.2499179589
612	0.2498699614
613	0.2498189127
614	0.2497589196
615	0.2497378363
616	0.2496931165
617	0.2496514231
618	0.2496019591
619	0.2495458497
620	0.2495040064
621	0.2494676478
622	0.2493879467
623	0.2493579987
624	0.2493024941
625	0.2492509925
626	0.2492017103
627	0.2491470879
628	0.2491073984
629	0.2490363178
630	0.2489905578
631	0.2489504452
632	0.2489111273
633	0.2488815075
634	0.2488295388
635	0.2488071611
636	0.2487752703
637	0.2487415903
638	0.2486700824
639	0.2486173388
640	0.2485058969
641	0.2484794514
642	0.2484415488
643	0.2484296735
644	0.2484006858
645	0.2483382025
646	0.2482901111
647	0.2482496775
648	0.2482014656
649	0.2481755437
650	0.2481284942
651	0.2480897656
652	0.2480420607
653	0.2479904709
654	0.2479125439
655	0.2478487445
656	0.2478063945
657	0.2477432284
658	0.2477023116
659	0.2476231291
660	0.2475942385
661	0.2475578796
662	0.2475072525
663	0.2474759344
664	0.2474378421
665	0.2473938372
666	0.2473451765
667	0.2472974148
668	0.2472563643
669	0.2472147736
670	0.2471834337
671	0.2471365395
672	0.2470780097
673	0.24705889
674	0.2470417336
675	0.2470137879
676	0.2469426697
677	0.2468769118
678	0.2468461354
679	0.2468124499
680	0.2467650562
681	0.2467337266
682	0.2466902292
683	0.2466473111
684	0.2466020984
685	0.2465632207
686	0.2465178479
687	0.2464775235
688	0.246428614
689	0.2463978513
690	0.2463416361
691	0.2462991827
692	0.24626863
693	0.2462486391
694	0.2462174636
695	0.2461603002
696	0.2461028627
697	0.2460700436
698	0.246045885
699	0.246011728
700	0.2459751495
701	0.2459338741
702	0.2459185665
703	0.2458859127
704	0.2458541868
705	0.2457972037
706	0.2457552645
707	0.245703428
708	0.2456662229
709	0.2456142686
710	0.245579791
711	0.2455294625
712	0.2454873069
713	0.2454305579
714	0.2454028224
715	0.2453688846
716	0.2453378354
717	0.2452425497
718	0.2451946416
719	0.2450302813
720	0.2449819737
721	0.2449461098
722	0.2449184373
723	0.2448871576
724	0.2448436395
725	0.2448054104
726	0.2447723122
727	0.2447483291
728	0.2446530588
729	0.2446282916
730	0.2445818334
731	0.2445375081
732	0.2445168124
733	0.2444893608
734	0.2444517674
735	0.2444171331
736	0.2443574146
737	0.2443237939
738	0.2442897139
739	0.2442486936
740	0.2441886255
741	0.2441658509
742	0.2441432507
743	0.2441110091
744	0.2440703776
745	0.2440033724
746	0.2439631195
747	0.2439443984
748	0.2439071088
749	0.2438489979
750	0.2437803314
751	0.2437485707
752	0.2436942381
753	0.2436455196
754	0.2435695896
755	0.2435377362
756	0.2434863303
757	0.2434586185
758	0.243433258
759	0.24339846
760	0.2433728078
761	0.2433468739
762	0.2433199517
763	0.2432708067
764	0.2432373196
765	0.2431083501
766	0.243068105
767	0.2430152524
768	0.2429700639
769	0.2429203092
770	0.2428945647
771	0.2428470655
772	0.2428206176
773	0.242780395
774	0.2427121105
775	0.2426889067
776	0.2426529985
777	0.2426396031
778	0.2425915338
779	0.2425483611
780	0.2425191824
781	0.2424893069
782	0.242446529
783	0.2423716977
784	0.2423585764
785	0.2423546565
786	0.2423205758
787	0.2422752193
788	0.242253725
789	0.2422194322
790	0.2422034957
791	0.2421575057
792	0.2421285658
793	0.2421119234
794	0.2420574745
795	0.2420086086
796	0.241971799
797	0.2419171427
798	0.2418618105
799	0.2417877118
800	0.2417389584
801	0.241699099
802	0.2416562061
803	0.2416450204
804	0.2416216138
805	0.2415814735
806	0.241533656
807	0.2415022161
808	0.2414493523
809	0.2414160216
810	0.2413784555
811	0.2413415681
812	0.2412965604
813	0.2412283516
814	0.241181785
815	0.2411600559
816	0.241126023
817	0.2411069944
818	0.2410612447
819	0.2410183447
820	0.2410001005
821	0.2409258337
822	0.2408740305
823	0.2408569984
824	0.2408128035
825	0.2407774947
826	0.2407258584
827	0.2406964361
828	0.2406769254
829	0.2406499555
830	0.240586065
831	0.2405568198
832	0.2405357845
833	0.2404865293
834	0.2404318946
835	0.2403988462
836	0.2403606135
837	0.2403201627
838	0.240284768
839	0.2402389533
840	0.2402155004
841	0.2401622073
842	0.2401027624
843	0.2400630064
844	0.2400171756
845	0.2399680198
846	0.2399445805
847	0.2399187626
848	0.2398802958
849	0.2398499096
850	0.2398218374
851	0.239780975
852	0.2397359946
853	0.2397002654
854	0.2396441786
855	0.2396251239
856	0.2395850584
857	0.2395553446
858	0.2395171209
859	0.2394799826
860	0.2394495492
861	0.2394301375
862	0.2394011189
863	0.2393489756
864	0.2393038882
865	0.2392666559
866	0.2392212324
867	0.239197048
868	0.2391434595
869	0.239095351
870	0.2390615191
871	0.2390236457
872	0.2389839694
873	0.2389559173
874	0.238910855
875	0.2388949561
876	0.2388684328
877	0.2388125469
878	0.2387772255
879	0.2387210145
880	0.2386622262
881	0.2386347863
882	0.2385962447
883	0.2385864288
884	0.2385569325
885	0.2384925487
886	0.2384116529
887	0.2383528185
888	0.2383313411
889	0.2383089874
890	0.2382706408
891	0.2382221477
892	0.2381830541
893	0.2381483563
894	0.2381217787
895	0.2380875018
896	0.2380414873
897	0.2379815286
898	0.2379066291
899	0.2378606023
900	0.2378216705
901	0.2378086047
902	0.2377780889
903	0.2377388973
904	0.2377011723
905	0.2376800383
906	0.2376448256
907	0.2376225929
908	0.2375959205
909	0.2375500581
910	0.2375008082
911	0.237470093
912	0.2374411793
913	0.2374019497
914	0.2373480323
915	0.2373030997
916	0.2372803095
917	0.2372380877
918	0.2372076917
919	0.2371808196
920	0.2371435264
921	0.23708304
922	0.2370277019
923	0.2369759742
924	0.2369402138
925	0.2369125163
926	0.2368971065
927	0.2368839588
928	0.2368362477
929	0.2368083923
930	0.2367845719
931	0.2367235587
932	0.236650306
933	0.2366099452
934	0.2365357854
935	0.2365003156
936	0.2364406533
937	0.2363965448
938	0.2363656443
939	0.236343828
940	0.2363063776
941	0.2362476098
942	0.2362014835
943	0.2361925581
944	0.2361188986
945	0.2361043071
946	0.2360642787
947	0.2360277299
948	0.2359968575
949	0.2359407282
950	0.2358893558
951	0.2358613348
952	0.2358271928
953	0.2357998974
954	0.2357394024
955	0.2357153524
956	0.2356981958
957	0.235663642
958	0.235649209
959	0.235609656
960	0.2355842267
961	0.2355377038
962	0.2355082285
963	0.2354567212
964	0.2353820556
965	0.2353487706
966	0.2353240279
967	0.2352985829
968	0.2352595509
969	0.2352419144
970	0.235207359
971	0.2351606181
972	0.2351254145
973	0.2350573298
974	0.2350211953
975	0.2349813591
976	0.2349508217
977	0.2349050673
978	0.2348632251
979	0.2348264597
980	0.2347971291
981	0.2347446767
982	0.2347017142
983	0.2346572128
984	0.2346206468
985	0.2346114402
986	0.2345939906
987	0.2345357368
988	0.2345019318
989	0.2344545416
990	0.2344103411
991	0.234386462
992	0.2343321805
993	0.2342979068
994	0.234262805
995	0.2342024557
996	0.2341717304
997	0.2341498134
998	0.2341379401
999	0.2341268761
