iter	Passed	Remaining
426	2548	3420
427	2554	3414
428	2560	3408
429	2566	3401
430	2571	3395
431	2577	3388
432	2582	3382
433	2588	3375
434	2593	3368
435	2598	3361
436	2604	3355
437	2610	3349
438	2615	3342
439	2620	3335
440	2625	3328
441	2631	3321
442	2636	3315
443	2642	3308
444	2647	3301
445	2652	3295
446	2657	3288
447	2663	3281
448	2668	3275
449	2674	3268
450	2680	3262
451	2685	3256
452	2692	3251
453	2698	3245
454	2703	3238
455	2711	3234
456	2717	3229
457	2724	3224
458	2731	3219
459	2738	3214
460	2744	3208
461	2750	3202
462	2756	3196
463	2762	3190
464	2768	3185
465	2774	3179
466	2781	3174
467	2787	3168
468	2793	3162
469	2799	3156
470	2805	3150
471	2810	3144
472	2816	3138
473	2822	3132
474	2827	3125
475	2833	3119
476	2838	3112
477	2844	3106
478	2850	3100
479	2855	3093
480	2861	3087
481	2866	3080
482	2872	3074
483	2878	3068
484	2883	3062
485	2890	3056
486	2896	3050
487	2901	3044
488	2907	3038
489	2912	3031
490	2917	3024
491	2923	3018
492	2929	3012
493	2934	3005
494	2940	2999
495	2945	2993
496	2951	2986
497	2956	2980
498	2962	2974
499	2968	2968
500	2973	2962
501	2979	2955
502	2984	2949
503	2990	2942
504	2995	2936
505	3001	2929
506	3006	2923
507	3012	2917
508	3017	2911
509	3023	2904
510	3028	2898
511	3034	2892
512	3040	2886
513	3045	2879
514	3051	2873
515	3058	2868
516	3063	2862
517	3069	2855
518	3074	2849
519	3079	2843
520	3085	2837
521	3091	2830
522	3096	2824
523	3102	2818
524	3107	2811
525	3112	2805
526	3118	2798
527	3123	2792
528	3129	2786
529	3135	2780
530	3141	2774
531	3147	2768
532	3152	2762
533	3157	2755
534	3162	2748
535	3168	2742
536	3174	2737
537	3179	2730
538	3185	2724
539	3190	2718
540	3196	2711
541	3201	2705
542	3206	2698
543	3211	2691
544	3217	2685
545	3222	2679
546	3227	2673
547	3233	2666
548	3238	2660
549	3243	2653
550	3250	2648
551	3256	2643
552	3262	2636
553	3267	2630
554	3272	2623
555	3277	2617
556	3282	2610
557	3288	2604
558	3293	2598
559	3298	2591
560	3303	2584
561	3308	2578
562	3314	2572
563	3320	2566
564	3326	2560
565	3331	2554
566	3337	2548
567	3342	2541
568	3347	2535
569	3353	2529
570	3358	2523
571	3363	2516
572	3368	2510
573	3375	2504
574	3381	2499
575	3386	2492
576	3391	2486
577	3397	2480
578	3402	2474
579	3408	2468
580	3413	2461
581	3418	2455
582	3425	2449
583	3431	2444
584	3438	2439
585	3444	2433
586	3453	2429
587	3460	2424
588	3467	2419
589	3475	2415
590	3483	2410
591	3490	2405
592	3498	2401
593	3506	2396
594	3512	2391
595	3519	2385
596	3524	2379
597	3531	2373
598	3538	2368
599	3545	2363
600	3550	2357
601	3556	2351
602	3562	2345
603	3567	2339
604	3573	2332
605	3579	2326
606	3584	2320
607	3589	2314
608	3596	2308
609	3601	2302
610	3607	2296
611	3612	2290
612	3618	2284
613	3624	2278
614	3630	2272
615	3635	2266
616	3640	2260
617	3646	2254
618	3652	2248
619	3659	2242
620	3664	2236
621	3670	2230
622	3675	2224
623	3681	2218
624	3687	2212
625	3693	2206
626	3699	2200
627	3705	2194
628	3712	2189
629	3718	2183
630	3724	2177
631	3730	2172
632	3735	2166
633	3741	2159
634	3747	2153
635	3752	2147
636	3758	2141
637	3764	2136
638	3770	2130
639	3776	2124
640	3781	2118
641	3787	2111
642	3793	2106
643	3798	2100
644	3804	2094
645	3811	2088
646	3817	2082
647	3823	2076
648	3828	2070
649	3834	2064
650	3841	2059
651	3846	2052
652	3852	2047
653	3858	2041
654	3863	2034
655	3868	2028
656	3874	2022
657	3879	2016
658	3885	2010
659	3892	2005
660	3898	1999
661	3904	1993
662	3910	1987
663	3916	1981
664	3923	1976
665	3929	1970
666	3935	1964
667	3941	1958
668	3947	1952
669	3952	1946
670	3957	1940
671	3962	1934
672	3968	1928
673	3973	1921
674	3979	1915
675	3984	1909
676	3989	1903
677	3994	1897
678	4000	1891
679	4006	1885
680	4011	1879
681	4017	1873
682	4023	1867
683	4028	1861
684	4034	1855
685	4039	1848
686	4044	1842
687	4050	1836
688	4055	1830
689	4061	1824
690	4066	1818
691	4072	1812
692	4078	1806
693	4084	1800
694	4090	1795
695	4096	1789
696	4101	1783
697	4107	1777
698	4112	1770
699	4117	1764
700	4122	1758
701	4128	1752
702	4133	1746
703	4138	1740
704	4143	1733
705	4148	1727
706	4153	1721
707	4159	1715
708	4164	1709
709	4169	1702
710	4174	1696
711	4180	1690
712	4186	1685
713	4191	1679
714	4197	1672
715	4202	1667
716	4208	1661
717	4214	1655
718	4219	1649
719	4225	1643
720	4230	1637
721	4236	1631
722	4241	1624
723	4246	1618
724	4251	1612
725	4258	1607
726	4268	1602
727	4274	1596
728	4280	1591
729	4287	1585
730	4296	1581
731	4305	1576
732	4314	1571
733	4323	1566
734	4331	1561
735	4339	1556
736	4346	1551
737	4352	1545
738	4357	1539
739	4362	1532
740	4366	1526
741	4370	1519
742	4373	1512
743	4378	1506
744	4382	1500
745	4386	1493
746	4391	1487
747	4395	1480
748	4400	1474
749	4405	1468
750	4410	1462
751	4416	1456
752	4422	1450
753	4429	1445
754	4435	1439
755	4441	1433
756	4448	1427
757	4454	1422
758	4461	1416
759	4467	1410
760	4474	1405
761	4481	1399
762	4487	1393
763	4495	1388
764	4502	1383
765	4510	1377
766	4517	1372
767	4524	1366
768	4530	1360
769	4537	1355
770	4543	1349
771	4549	1343
772	4554	1337
773	4560	1331
774	4565	1325
775	4571	1319
776	4576	1313
777	4583	1307
778	4589	1301
779	4595	1296
780	4601	1290
781	4607	1284
782	4612	1278
783	4618	1272
784	4624	1266
785	4629	1260
786	4634	1254
787	4639	1248
788	4645	1242
789	4650	1236
790	4656	1230
791	4661	1224
792	4666	1218
793	4671	1212
794	4678	1206
795	4684	1200
796	4690	1194
797	4696	1188
798	4702	1183
799	4708	1177
800	4714	1171
801	4721	1165
802	4727	1159
803	4732	1153
804	4740	1148
805	4745	1142
806	4752	1136
807	4759	1130
808	4765	1125
809	4772	1119
810	4779	1113
811	4785	1108
812	4792	1102
813	4798	1096
814	4804	1090
815	4810	1084
816	4816	1078
817	4822	1072
818	4829	1067
819	4837	1061
820	4843	1056
821	4850	1050
822	4857	1044
823	4863	1038
824	4870	1033
825	4876	1027
826	4882	1021
827	4887	1015
828	4893	1009
829	4899	1003
830	4906	997
831	4911	991
832	4917	985
833	4923	979
834	4928	973
835	4933	967
836	4939	961
837	4944	955
838	4950	949
839	4955	943
840	4961	938
841	4967	932
842	4972	926
843	4978	920
844	4983	914
845	4988	908
846	4993	902
847	4999	896
848	5004	890
849	5009	884
850	5014	878
851	5019	872
852	5025	865
853	5031	860
854	5036	854
855	5041	848
856	5047	842
857	5053	836
858	5059	830
859	5064	824
860	5070	818
861	5075	812
862	5081	806
863	5087	800
864	5093	794
865	5098	788
866	5104	783
867	5110	777
868	5116	771
869	5122	765
870	5128	759
871	5134	753
872	5139	747
873	5144	741
874	5150	735
875	5155	729
876	5160	723
877	5166	717
878	5172	711
879	5177	706
880	5182	700
881	5188	694
882	5193	688
883	5199	682
884	5204	676
885	5209	670
886	5215	664
887	5221	658
888	5226	652
889	5231	646
890	5237	640
891	5242	634
892	5247	628
893	5253	622
894	5258	616
895	5263	610
896	5268	605
897	5274	599
898	5280	593
899	5285	587
900	5290	581
901	5297	575
902	5304	569
903	5309	563
904	5315	557
905	5323	552
906	5331	546
907	5338	540
908	5345	535
909	5353	529
910	5361	523
911	5368	518
912	5377	512
913	5385	506
914	5392	500
915	5400	495
916	5408	489
917	5415	483
918	5420	477
919	5426	471
920	5432	465
921	5439	460
922	5445	454
923	5451	448
924	5456	442
925	5463	436
926	5469	430
927	5475	424
928	5481	418
929	5486	412
930	5492	407
931	5497	401
932	5502	395
933	5508	389
934	5514	383
935	5520	377
936	5526	371
937	5531	365
938	5536	359
939	5542	353
940	5548	347
941	5553	341
942	5561	336
943	5567	330
944	5573	324
945	5578	318
946	5585	312
947	5591	306
948	5598	300
949	5605	295
950	5612	289
951	5620	283
952	5627	277
953	5633	271
954	5641	265
955	5647	259
956	5654	254
957	5659	248
958	5664	242
959	5669	236
960	5674	230
961	5678	224
962	5683	218
963	5689	212
964	5694	206
965	5699	200
966	5704	194
967	5710	188
968	5715	182
969	5721	176
970	5727	171
971	5733	165
972	5738	159
973	5744	153
974	5749	147
975	5755	141
976	5760	135
977	5765	129
978	5771	123
979	5777	117
980	5783	112
981	5789	106
982	5796	100
983	5802	94
984	5808	88
985	5814	82
986	5820	76
987	5826	70
988	5832	64
989	5839	58
990	5845	53
991	5851	47
992	5857	41
993	5863	35
994	5868	29
995	5875	23
996	5880	17
997	5886	11
998	5891	5
999	5896	0
